title,videoId,date,categoryId,view,like,dislike,comment,tags,hour,min,sec
"A2K ep.12 “Character Evaluation Rankings""",0r1_wSz96TQ,2023-08-22,10,1626214,51935,-,3594,JYP Entertainment|JYP|A2K|America2Korea|Republic Records,-,26,31
Young K ＜Letters with notes＞ Vocals Only Medley,i9nhJIb5D4I,2023-08-21,10,61640,8662,-,388,JYP Entertainment|JYP|DAY6|데이식스|DAY6 Young K|DAY6 Sungjin|DAY6 Wonpil|DAY6 Dowoon|DAY6 영케이|DAY6 성진|DAY6 원필|DAY6 도운|데이식스 Young K|데이식스 영케이|데이식스 성진|데이식스 원필|데이식스 도운|Young K|Sungjin|Wonpil|Dowoon|영케이|성진|원필|도운|Even of Day|EoD|Letters with notes|영케이 레터스 위드 노트,-,3,38
"Young K ＜Letters with notes＞ Track 11. ""what is.."" Lyrics Spoiler",b-CeoTFMI8A,2023-08-20,10,40569,6130,-,81,JYP Entertainment|JYP|DAY6|데이식스|DAY6 Young K|DAY6 Sungjin|DAY6 Wonpil|DAY6 Dowoon|DAY6 영케이|DAY6 성진|DAY6 원필|DAY6 도운|데이식스 Young K|데이식스 영케이|데이식스 성진|데이식스 원필|데이식스 도운|Young K|Sungjin|Wonpil|Dowoon|영케이|성진|원필|도운|Even of Day|EoD|Letters with notes|영케이 레터스 위드 노트|Young K what is..,-,-,20
"Young K ＜Letters with notes＞ Track 10. ""babo"" Lyrics Spoiler",LXXNYtc_8Gc,2023-08-20,10,35083,5678,-,64,JYP Entertainment|JYP|DAY6|데이식스|DAY6 Young K|DAY6 Sungjin|DAY6 Wonpil|DAY6 Dowoon|DAY6 영케이|DAY6 성진|DAY6 원필|DAY6 도운|데이식스 Young K|데이식스 영케이|데이식스 성진|데이식스 원필|데이식스 도운|Young K|Sungjin|Wonpil|Dowoon|영케이|성진|원필|도운|Even of Day|EoD|Letters with notes|영케이 레터스 위드 노트|Young K babo,-,-,29
"Young K ＜Letters with notes＞ Track 9. ""playground"" Lyrics Spoiler",SHaEn9h5MMM,2023-08-19,10,32385,5825,-,43,JYP Entertainment|JYP|DAY6|데이식스|DAY6 Young K|DAY6 Sungjin|DAY6 Wonpil|DAY6 Dowoon|DAY6 영케이|DAY6 성진|DAY6 원필|DAY6 도운|데이식스 Young K|데이식스 영케이|데이식스 성진|데이식스 원필|데이식스 도운|Young K|Sungjin|Wonpil|Dowoon|영케이|성진|원필|도운|Even of Day|EoD|Letters with notes|영케이 레터스 위드 노트|Young K playground,-,-,20
"Young K ＜Letters with notes＞ Track 8. ""SOUL (Feat. CHOILB)"" Lyrics Spoiler",Zld60mLyTh8,2023-08-19,10,28669,5329,-,37,JYP Entertainment|JYP|DAY6|데이식스|DAY6 Young K|DAY6 Sungjin|DAY6 Wonpil|DAY6 Dowoon|DAY6 영케이|DAY6 성진|DAY6 원필|DAY6 도운|데이식스 Young K|데이식스 영케이|데이식스 성진|데이식스 원필|데이식스 도운|Young K|Sungjin|Wonpil|Dowoon|영케이|성진|원필|도운|Even of Day|EoD|Letters with notes|영케이 레터스 위드 노트|Young K SOUL (Feat. CHOILB),-,-,28
"Young K ＜Letters with notes＞ Track 7. ""STRANGE"" Lyrics Spoiler",OE-in5nhzdE,2023-08-19,10,28322,5430,-,51,JYP Entertainment|JYP|DAY6|데이식스|DAY6 Young K|DAY6 Sungjin|DAY6 Wonpil|DAY6 Dowoon|DAY6 영케이|DAY6 성진|DAY6 원필|DAY6 도운|데이식스 Young K|데이식스 영케이|데이식스 성진|데이식스 원필|데이식스 도운|Young K|Sungjin|Wonpil|Dowoon|영케이|성진|원필|도운|Even of Day|EoD|Letters with notes|영케이 레터스 위드 노트|Young K STRANGE,-,-,21
[Nizi Project Season 2] Part 1 #5,tyf0mKZegUs,2023-08-18,10,184915,7930,-,918,JYP Entertainment|JYP|Globalaudition|Audition|NiziProject|NiziProject2|オーディション|Nizi|ニジプロ|Nizi2|ニジプロ2|오디션|보이그룹|니지|니지프로젝트|니지2|니지프로젝트2|글로벌오디션|보이그룹오디션|보컬오디션|댄스오디션|해외오디션|아이돌|일본|서바이벌|서바이벌프로그램|데뷔서바이벌|데뷔|데뷔프로그램|데뷔서바이벌프로그램|오디션프로그램|케이팝|KPOP|IDOL|KPOPIDOL|케이팝아이돌|박진영|J.Y.Park,-,50,13
[Nizi Project Season 2] Part 1 #3（Edit Ver.）,OD5-8m_X9V4,2023-08-18,10,718635,5677,-,592,JYP Entertainment|JYP|Globalaudition|Audition|NiziProject|NiziProject2|オーディション|Nizi|ニジプロ|Nizi2|ニジプロ2|오디션|보이그룹|니지|니지프로젝트|니지2|니지프로젝트2|글로벌오디션|보이그룹오디션|보컬오디션|댄스오디션|해외오디션|아이돌|일본|서바이벌|서바이벌프로그램|데뷔서바이벌|데뷔|데뷔프로그램|데뷔서바이벌프로그램|오디션프로그램|케이팝|KPOP|IDOL|KPOPIDOL|케이팝아이돌|박진영|J.Y.Park,-,45,14
"JIHYO ""Killin' Me Good"" M/V",jyw_vrI4ySg,2023-08-18,10,13446619,1183094,-,268329,JYP Entertainment|JYP|TWICE|트와이스|JIHYO|지효|트와이스 지효|TWICE JIHYO|ZONE|존|지효 존|JIHYO ZONE|Killin’ Me Good|킬링미굿|JIHYO Killin’ Me Good|지효 킬링미굿|지효 솔로|JIHYO SOLO|지효 솔로앨범|JIHYO SOLO ALBUM|지효 솔로 뮤비|지효 솔로 뮤직비디오|지효 킬링미굿 뮤비|지효 킬링미굿 뮤직비디오|지효 뮤비|지효 뮤직비디오|JIHYO SOLO MV|JIHYO SOLO MUSIC VIDEO|JIHYO Killin’ Me Good MV|JIHYO Killin’ Me Good MUSIC VIDEO|JIHYO MV|JIHYO MUSIC VIDEO|Killin’ Me Good MV|Killin’ Me Good MUSIC VIDEO,-,3,30
