video_title,video_id
Let’s Run Run Run with ITZY🏃‍🎉Thank you MIDZY for 10M VIEWS🎉 #ITZY_KILLMYDOUBT#ITZY_BETONME,2E5Kjmzx79Y
[🔴LIVE] Summer Holiday LIVE on MIDZY's B-DAY 🍉,LgYZsybBdSQ
[ITZY VLOG] ITZY in New York EP 02,INWoEGl5vCg
ITZY 🌐IT'z TOUR BOOK🌐 EP 26,0GWS1b42WO8
⭐맏막즈 케미⭐ 예지 PICK 유나 포즈 📸 #ITZY #있지 #YEJI #예지 #YUNA #유나,kPr8Z1FyZQ8
[ITZY?ITZY!] EP141,2FD3vEm_3BE
[ITZY VLOG] ITZY in New York EP 01,jZ_HN2erQ0I
ITZY 🌐IT'z TOUR BOOK🌐 EP 25,Hznhc-2rXsA
공감 100%‼ 예지수의✨ 일본 편의점 쇼핑😋 #ITZY #있지 #YEJI #예지 #LIA #리아,2FCR2NLv9mU
[ITZY?ITZY!] EP140,qDdMyPBIrE0
[ITZY VLOG] ITZY in JAPAN,tsRSrPGgQm8
ITZY 🌐IT'z TOUR BOOK🌐 EP 24,sQNz2JEOABs
너.무.신.나.😆 드라마 같은 ⭐축제 분위기⭐ #ITZY #있지 #YEJI #예지 #CHAERYEONG #채령 #YUNA #유나,WNc364S8b3Y
[ITZY?ITZY!] EP139,JFa2eKzoZoE
🌠🌠🌠🌠🌠 #ITZY #MIDZY #특챌린지 #S_Class_Challenge #StrayKids,5JM9YABXPo0
"ITZY ""둘씩의 데이트"" | MBTI 토론회👩‍🏫 #신자매",IZ4ccTi2KPw
ITZY 🌐IT'z TOUR BOOK🌐 EP 23,PoBHiYpC3us
🎆대학 축제 마.피.아.😎 애드립 비하인드🎤🎶 #ITZY #있지 #RYUJIN #류진 #CHAERYEONG #채령,ajbXrkUHruM
[ITZY?ITZY!] EP138,hk4ixoFDO9Q
💿 B-DAY TRACK #65 “CHAERYEONG” BEHIND,KJAJZaZ7gb8
[COVER] B-DAY TRACK #65 “CHAERYEONG” | Blueming by 아이유(IU),BxZSa6rcctU
