title,videoId,date,view,like,hour,min,sec,log_like,view_log_like
"We shared invaluable moments together, Washington, D.C.💫💗 #NICE_TO_MIXX_YOU #Shorts",H0xcT6032GA,2023-05-16,26679,4971,-,-,1,8.511376306094673,227075.0084702998
A huge thank you to ATLANTA NSWERs💖#NICE_TO_MIXX_YOU #Shorts,kPHDNS-SgYs,2023-05-14,29421,5680,-,1,1,8.644706511715198,254335.91028117284
Lily In Washinton (Leisure With Lily #9),LBok11Bd1Hw,2023-05-13,85651,9373,1,15,55,9.145588494746486,783328.8001635312
월간 5️⃣☀️1️⃣ #12 in Atlanta - 공연은 끝났지만 내 흥은 아직 끝나지 않았다,YcwFNeg5-fw,2023-05-13,145135,12065,1,25,35,9.398063978059133,1363988.0154556122
"""대장 1일차, 무게감을 느꼈죠"" NMIXX 걸스카우트의 계획 캠핑 도전기 #BREAKTIME EP.3 | PICK NMIXX",N31hBA6Mab0,2023-05-12,152446,9346,-,18,17,9.142703723260372,1393768.6117961507
A dreamy day in Houston 🫢💞#NICE_TO_MIXX_YOU #Shorts,qS_mHQyZQtk,2023-05-12,31142,5921,-,1,1,8.686260632531775,270507.5286183045
[MIXXTAPE] Track 04 l Tango Covered by NMIXX JIWOO⭐️,9L_2AIq9mXU,2023-05-11,196232,18983,-,2,40,9.851299120790541,1933140.1290709695
[미방분] 갬동 폭발 문학소녀 릴리의 창작시 영어 버전 #BREAKTIME #Shorts,ih4xEACYUqQ,2023-05-11,58274,6523,-,-,21,8.783089671796096,511825.76753424574
[미방분] ㄴ섞어의 이응.이응. 한국어판 #BREAKTIME #Shorts,yv_8J3KXMM8,2023-05-11,3073498,123078,-,-,49,11.720573579710193,36023159.45609212
"DALLAS, Thanks for your support❤️‍🔥 LUV y’all #NICE_TO_MIXX_YOU #Shorts",uZNWpFajG48,2023-05-09,26704,5120,-,1,1,8.540909718033554,228076.45311036802
You guys were amazing🔥 Thx LA💖 #NICE_TO_MIXX_YOU #Shorts,IIgThsLRm-I,2023-05-08,44194,6676,-,1,1,8.806274284781725,389184.4857416436
NMIXX 2ND PHOTOBOOK MIXXPEDIA : PICK PARIS🥖,D-PvFFk54II,2023-05-07,40160,6448,-,-,45,8.771525284186465,352264.4554129284
하이 2…,VQmVftQHW28,2023-05-07,244360,13241,1,56,28,9.491073355339758,2319238.6851108233
어렵다… 제목 정하기… 하이!,qzvOQ7PL_dw,2023-05-07,72314,6917,-,16,42,8.841737428600585,639381.4004118227
월간 5️⃣☀️1️⃣ #11 in LA,jugL1CObJ7Q,2023-05-06,212714,14698,1,56,5,9.595466709088816,2041090.1055571185
NMIXX - PAXXWORD | SPECIAL VIDEO,lH_n29wkT_4,2023-05-06,849487,56571,-,3,26,10.943251765395033,9296150.112430131
Unforgettable memories w.NSWER💝 #Shorts,JKY1JEodhu4,2023-05-05,32926,6405,-,1,1,8.764834214330834,288590.93134105706
"""여러분~ 너무 시 쓰고 싶었어요~"" 제 1회 NMIXX 문학의 날 #BREAKTIME EP.2 | PICK NMIXX",uJ5y529yUz4,2023-05-05,130291,9028,-,20,24,9.108086137937427,1186701.6509980052
[NMIXX] NSWER 1기 팬클럽 키트 촬영 Behind #MIXXTREAM | 유난히 내성적이던 엔믹스 졸업식🎓,taBcsLQ42iA,2023-05-04,45383,4425,-,15,18,8.39502555744203,380991.4448733917
새로운 조합,FmQKuuDkn2A,2023-05-04,153829,11890,1,54,30,9.383452989684827,1443447.1899502273
"NMIXX, NMIXX, Let’s get crazy!💗 #Shorts",tgkEf_V3X4A,2023-05-04,47312,8142,-,-,59,9.004791129062925,426034.6778982251
It's such a beautiful night with you guys SEATTLE🎆 #Shorts,3x-kjPVXfe0,2023-05-03,30674,5748,-,-,40,8.656607247198915,265532.7707005795
[NMIXX] 'My Gosh' & 'HOME' Recording Behind #MIXXTREAM,9lIhAbQoTwc,2023-04-29,100763,8734,-,24,12,9.074978734045507,914422.0821786274
릴리리야 릴리딩 LILY's Lost The Plot #4 𝑻𝒉𝒆 𝑻𝒉𝒖𝒓𝒔𝒅𝒂𝒚 𝑴𝒖𝒓𝒅𝒆𝒓 𝑪𝒍𝒖𝒃 (SPOILERS) 🕵️‍♀️,W51-uYUVbb4,2023-04-28,68686,7659,1,9,35,8.943636705909594,614302.6307821063
"""ㄴ섞어가 부릅니다, 이.사.저.사~"" 우당탕탕 NMIXX 뉴스 데스크 #BREAKTIME EP.1 | PICK NMIXX",rRIP2ViOKL4,2023-04-28,529465,26079,-,19,56,10.168885671747175,5384069.052191618
[NMIXX] 'expérgo' 활동 Behind #3 #MIXXTREAM | 활동이 즐거웠던 건 엔써 덕분이야✨,ZIf4_rgs_Rc,2023-04-25,91644,6700,-,15,50,8.809862805379057,807371.0669361582
[NMIXX] 'PAXXWORD' & 'Just Did It' Recording Behind #MIXXTREAM,f4YxZB7tpUA,2023-04-23,107205,9902,-,17,59,9.200492035921368,986338.7487109503
[NMIXX] 'expérgo' 활동 Behind #2 #MIXXTREAM | 우리들의 첫 음방 1위🏆,OV9r-BwcLoA,2023-04-18,111831,8715,-,20,28,9.07280095795412,1014620.4039289672
#Kep1er #케플러 #마시로 선배님과 함께 럽미라잌디스💗😻 #Shorts,zgVqfJfI-6M,2023-04-15,1255639,86140,-,-,16,11.363729158608102,14268741.516985519
"[NMIXX] 'Young, Dumb, Stupid' Recording Behind #MIXXTREAM",IemFgVvDanY,2023-04-14,386946,25791,-,19,38,10.157780872842554,3930512.6776229353
#DreamNote #드림노트 #유아이 #수민 선배님과 함께 럽미라잌디스💗🍋 #Shorts,26PaJevlQ6s,2023-04-14,332680,26621,-,-,17,10.189455656983572,3389828.1079652947
#이채연 #LEECHAEYEON 선배님과 함께 럽미라잌디스💗✊ #Shorts,sj-7PHGe7pc,2023-04-14,1419687,92272,-,-,16,11.432496015855193,16230565.971261412
[🐶] HAPPY JIWOO DAY,GjIj4uuAQZU,2023-04-13,70425,9029,-,45,50,9.10819689830748,641444.7665633042
[NMIXX] 'expérgo' 활동 Behind #1 #MIXXTREAM | 오케이 첫주라잌디스🎶🌼,bl0qywgQ5dQ,2023-04-11,155720,9198,-,-,23,9.12674134809987,1421216.1627261117
✌️✌️,eElR_wU75JI,2023-04-10,104793,10737,1,12,10,9.281450999434135,972631.0945837013
#StrayKids #스트레이키즈 #창빈 선배님과 함께 럽미라잌디스💗💘 #Shorts,j-00exVG9GM,2023-04-10,2110367,192416,-,-,17,12.167414973839294,25677711.036096312
[NMIXX] 'Love Me Like This' Recording Behind #MIXXTREAM,PMDN4iE2uJo,2023-04-07,745228,48537,-,9,18,10.790081672673447,8041070.984763087
#DAY6 #데이식스 #성진 선배님과 함께 럽미라잌디스💗⁉ #Shorts,ZFD3jMe8MYA,2023-04-06,1322394,64385,-,-,18,11.072635965707883,14642387.36523631
[NMIXX] 'expérgo' 안무 연습 Behind #MIXXTREAM | 노력해서 안되는 건 없어 🙌,1cIy9ZKbKZs,2023-04-05,394841,20402,-,25,31,9.923388214242465,3918160.525899709
#LE_SSERAFIM #르세라핌 #홍은채 님과 함께 럽뀨채라잌디스💗👧👧 #Shorts,1mhgpb9wHyE,2023-04-05,1163655,88973,-,-,17,11.396088231901533,13261115.051493378
"[NMIXX] “Young, Dumb, Stupid” Stage Practice",XDOVARrOudw,2023-04-04,1256285,60031,-,3,19,11.002616374444639,13822421.911969183
월간 5️⃣☀️1️⃣ #10,I3afoUxGOFk,2023-04-03,163490,14106,1,3,41,9.554355517768125,1562041.5835999106
NMIXX 쇼!음악중심,soin54KdVqo,2023-04-01,285665,20267,-,49,17,9.916749226519313,2832868.1677936395
#마마무플러스 #MAMAMOOplus #솔라 #문별 선배님과 럽미라잌디스☀🌟 #Shorts,4JbAikhhuzg,2023-04-01,1442096,112681,-,-,16,11.632316096640315,16774916.513700612
#KINGDOM #킹덤 #자한 선배님과 럽미라잌디스👑 #Shorts,SrmoThPbLf4,2023-04-01,245225,22156,-,-,17,10.005863619152995,2453687.9060067935
"#Billlie #빌리 #츠키 선배님과 Young, Dumb, Stupid Ding Dang Dong~🐰 #Shorts",afR8gWho2LY,2023-03-31,2333032,175227,-,-,19,12.073837555199807,28168649.37908292
#Billlie #빌리 #문수아 선배님과 럽미라잌디스🦊 #Shorts,-9qn_sulgEY,2023-03-31,1386364,87808,-,-,17,11.382907891645502,15780853.716293225
#뱀뱀 #BamBam 선배님과 럽미라잌디스🍋🍭 #Shorts,kp7m6N4NQ0U,2023-03-31,652373,61127,-,-,17,11.020708946078292,7189612.957279934
[NMIXX] 우리랑 앨범 언박싱 ASMR로 해볼래? | NMIXX 'expérgo' UNBOXING💿,qEP_KYX-K1M,2023-03-31,148241,10050,-,13,14,9.215327913487222,1366089.4252232593
#TAN #티에이엔 #성혁 #태훈 님과 럽미라잌디스💗🖤 #Shorts,MLikMio3O5Y,2023-03-30,1122236,74813,-,-,18,11.2227469456531,12594570.641301952
#여자아이들 #GIDLE #미연 선배님과 럽미라잌디스💗💜 #Shorts,cZKkbMmb_xk,2023-03-30,3509583,171908,-,-,19,12.054714728973332,42307021.88265441
"[NMIXX] ""Love Me Like This"" MV Behind #MIXXTREAM | Love me like that❤",WlTrXOl4GT8,2023-03-30,127973,9758,-,19,4,9.185842740375783,1175539.8530141101
#ICHILLIN #아이칠린 #예주 #초원 선배님과 럽미라잌디스💗⏰ #Shorts,kr0jPCVMDYM,2023-03-30,298716,26250,-,-,15,10.17542126801977,3039561.1394977937
#CRAXY #크랙시 #채이 선배님과 럽미라잌디스💗👀 #Shorts,P_YI-Ran0fE,2023-03-30,249660,24844,-,-,20,10.120371553679194,2526651.9620915474
#PIXY #픽시 #수아 #다정 선배님과 럽미라잌디스💗 #Shorts,iMCFKJZs74E,2023-03-29,455460,35359,-,-,15,10.473308235808691,4770172.969081426
#TRENDZ #트렌드지 #하빛 #은일 선배님과 럽미라잌디스💗💛 #Shorts,RNzcbNQaJZg,2023-03-29,378490,35047,-,-,15,10.464445296788119,3960687.900381335
NMIXX 첫 1위 축하해💗,RLlS4VKtX4c,2023-03-29,66852,6398,-,3,54,8.763740720509464,585873.5946474987
NMIXX 1st EP Comeback Showcase [Docking Station : expérgo] 'HOME',WY9DAofy0QI,2023-03-29,179166,10217,-,2,44,9.231808278591423,1654026.162042111
NMIXX 1st EP Comeback Showcase [Docking Station : expérgo] 'My Gosh',Mz2U2o0EvtQ,2023-03-29,162605,10197,-,3,40,9.229848838364227,1500819.5703622152
NMIXX 1st EP Comeback Showcase [Docking Station : expérgo] 'Just Did It',10rFWzIFVMc,2023-03-29,266422,12123,-,3,4,9.402859753746583,2505128.701312672
NMIXX 1st EP Comeback Showcase [Docking Station : expérgo] 'PAXXWORD',sLd0jl6zv80,2023-03-29,293507,14756,-,3,15,9.599405058716567,2817492.5805687234
NMIXX 1st EP Comeback Showcase [Docking Station : expérgo] 'Love Me Like This',r6d-su8CPUk,2023-03-29,127086,9936,-,3,17,9.20391980417326,1169689.352233163
"NMIXX 1st EP Comeback Showcase [Docking Station : expérgo] 'Young, Dumb, Stupid'",m_wQwz1z-ys,2023-03-29,133572,9054,-,3,18,9.110961927995904,1216969.406646269
#ITZY #예지 #YEJI #채령 #CHAERYEONG 선배님과 럽미라잌디스💗👑 #Shorts,oQWxwmTL_mM,2023-03-29,2509593,196841,-,-,20,12.190151575235248,30592319.062149353
#NiziU #MAKO #RIO 선배님과 럽미라잌디스💗🦋 #Shorts,aV50B-1frkQ,2023-03-29,775537,57563,-,-,17,10.960635279170578,8500378.202502113
#NiziU #RIMA 선배님과 럽미라잌디스💗🦋 #Shorts,YkCFjx7ahNI,2023-03-29,669520,52200,-,-,20,10.86283777387073,7272887.146361931
기다리고 기다리던 #박진영 PD님과 럽미라잌디스💗 (현장음ver.) #Shorts,ItNdfzLbOLc,2023-03-29,216998,19600,-,-,27,9.883284845218608,2144653.0448427475
기다리고 기다리던 #박진영 PD님과 럽미라잌디스💗 #Shorts,fZqR6UmHSMA,2023-03-28,602092,45518,-,-,26,10.725863131103859,6457956.384332584
릴리리야 릴리딩 LILY's Lost The Plot #3 𝘽𝙚𝙜𝙞𝙣 𝘼𝙜𝙖𝙞𝙣 (SPOILERS) 🎸🪕🎻🎹🥁,y2S04nqMnt0,2023-03-28,78026,7324,1,8,55,8.898911905794401,694346.5003615139
"[NMIXX] ""Love Me Like This"" M/V REACTION | 1st EP 'expérgo' 💗",zXdRbxS9owE,2023-03-28,168824,15483,-,6,35,9.647497926816836,1628729.1899969256
#니콜 선배님과 럽미라잌디스💗✨ #Shorts,emX3wxn8XHs,2023-03-26,736832,55866,-,-,16,10.930711245116585,8054097.8281617435
[NMIXX] Jacket Behind #MIXXTREAM | 1st EP 'expérgo' 💗,vasEoh_CKIs,2023-03-26,71995,7514,-,17,36,8.924523226133914,642521.0496655111
#김재환 선배님과 럽미라잌디스🍃 #Shorts,cp8Z5xKiOsw,2023-03-26,769297,54427,-,-,16,10.904615633245662,8388888.092808988
#NCT #정우 선배님과 럽미라잌디스🐶 #Shorts,Kz-f41lDKeI,2023-03-25,1136710,62806,-,-,16,11.047805889293775,12558151.432419127
맑은 눈의 배이가 지켜보고 있다👀 #Shorts,GopRCEwgnEM,2023-03-25,1047027,99935,-,-,18,11.512275253628642,12053663.021981036
#CRAVITY #앨런 #형준 선배님과 럽미라잌디스🧩 #Shorts,Cqu7MHtYrqQ,2023-03-24,2131352,150355,-,-,15,11.92075444360033,25407323.82487645
#TWICE #다현 선배님과 럽미라잌디스💗 #Shorts,C4XDVVIFpC0,2023-03-24,3008293,220707,-,-,16,12.3045913090051,37015815.90274087
"[NMIXX] “Love Me Like This"" Performance Video",Vt4JMe-I0cE,2023-03-24,7677014,176994,-,3,17,12.08387111267632,92768047.70621169
쏘상큼라잌해원🐻🍊 #Shorts,QRaeafqohvg,2023-03-24,225385,26483,-,-,14,10.184258296685131,2295379.0561983786
쏘쿠울라잌릴리🐨 #Shorts,0GMKa0bB2D8,2023-03-24,153498,21881,-,-,14,9.99337395933065,1533962.9160093362
지우가(🐶) 지우랑(💐) 노는 방법 #Shorts,YA5oOD6C15k,2023-03-24,77896,11508,-,-,21,9.35079772467144,728389.7395610064
Mr. #Rover #EXO #KAI 선배님과 럽미라잌디스🐻 #Shorts,2SEWUIFMZSc,2023-03-24,4153700,248412,-,-,16,12.422843937053354,51600766.86133852
#몬스타엑스 #주헌 MC허니 선배님과 럽미라잌디스🐝💛 #Shorts,-7n4b2cUDt4,2023-03-23,2812013,129630,-,-,15,11.772439517594089,33104252.965188306
NMIXX 엠카 퇴근길라잌디스 #Shorts,5GPeHOArLH4,2023-03-23,1172937,86657,-,-,12,11.36971307664714,13335957.146983266
NMIXX 엠카 출근길라잌디스 #Shorts,v21WGSSmY5w,2023-03-23,1293121,89757,-,-,15,11.404861297738087,14747865.646192374
"[NMIXX] ""Love Me Like This"" Dance Practice",jtgiABge4XE,2023-03-23,726797,42634,-,3,16,10.66040733599314,7747952.070577806
쏘고~ㄹ져스라잌배이🐤 #Shorts,0TfJaznqdFg,2023-03-23,64035,10013,-,-,14,9.211639527707803,589867.3371567691
쏘큐트라잌앙고😽 #Shorts,JItvY0iEAiM,2023-03-23,86827,14846,-,-,14,9.605485747677493,834015.5110135936
설윤이(💐)랑 노는 설윤이(🐰) #Shorts,if-LkCcRioM,2023-03-23,72845,11611,-,-,17,9.359708203627006,681807.9440932092
"[NMIXX] ""Love Me Like This"" 응원법 | 1st EP 'expérgo' ❤",VZl5p8dnSTk,2023-03-22,113467,11288,-,4,1,9.33149549353265,1058816.7991646691
오늘도 워킹라잌디스 👣 #Shorts,6MOFtQkc-ek,2023-03-22,402067,36275,-,-,14,10.498884077752388,4221254.824489669
오늘도 골반라잌디스 👉👈 #Shorts,hx5aAMYJKpw,2023-03-22,773315,68863,-,-,14,11.1398743026005,8614631.896315506
"[NMIXX] ""Love Me Like This"" Stage Practice",X28uGaImYNs,2023-03-21,5439406,241426,-,3,18,12.394318286899647,67417729.25567167
월간 5️⃣☀️1️⃣ #9,lzbNnZzWM1I,2023-03-21,124729,11761,1,6,20,9.372544251851037,1169028.0719891281
#조나인 님과 함께 럽미라잌디스 👉👈 #Shorts,K2Y49WBFnfo,2023-03-21,1846559,117046,-,-,15,11.670322298904974,21549938.67394367
워킹라잌디스 👣 #Shorts,5LOqiCP9T2E,2023-03-21,551957,52137,-,-,14,10.861630148432843,5995152.791838546
골반라잌디스 👉👈 #Shorts,sheDRyQgptg,2023-03-21,410026,37852,-,-,15,10.541439097628123,4322264.107444068
"[NMIXX] ""Young, Dumb, Stupid"" MV Behind #MIXXTREAM | Ding dang dong 🎮✨",-OMTBdTD54w,2023-03-20,100004,8182,-,12,51,9.009691898489343,901005.2286165283
"등굣길, 출근길 Love Me Like This 👉🐱👈 #Shorts",gDO8N9UbXdg,2023-03-20,315932,28996,-,-,16,10.274913168420769,3246173.8671255102
"등굣길, 출근길 Love Me Like This 👉🐶👈 #Shorts",Z-ue9k8_MoA,2023-03-20,267450,29033,-,-,13,10.276188393050319,2748366.585721308
"등굣길, 출근길 Love Me Like This 👉🐤👈 #Shorts",SkfgZYnT4lE,2023-03-20,92170,11653,-,-,14,9.363318936573263,863017.1063839577
"등굣길, 출근길 Love Me Like This 👉🐰👈 #Shorts",QJDTDWJBtTM,2023-03-20,181928,20224,-,-,13,9.914625296946584,1803747.951022898
"등굣길, 출근길 Love Me Like This 👉🐻👈 #Shorts",ghHU0Yr0oGM,2023-03-20,233664,27391,-,-,13,10.217969771265725,2387571.6886330345
"등굣길, 출근길 Love Me Like This 👉🐨👈 #Shorts",lUuOoKU3i4Y,2023-03-20,112054,14617,-,-,14,9.589940513889292,1074591.1943433508
"등굣길, 출근길 Love Me Like This 👉👈 #Shorts",lJ8O593RH4g,2023-03-20,290984,26820,-,-,15,10.196903156835669,2967135.66818867
NMIXX 1st EP Comeback Showcase [Docking Station : expérgo],zEHwlz8YYY8,2023-03-20,346685,25532,1,39,11,10.147687846375948,3518051.1610208456
NMIXX 1st EP [expérgo] Comeback Live,vmSpln1du0U,2023-03-19,312295,24080,1,13,53,10.089136899422757,3150787.0080052298
"꼬마 탐정들도 Young, Dumb, Stupid Ding Dang Dong~🔎 #Shorts",Ly914g2JI0U,2023-03-17,1784458,122844,-,-,19,11.718670536707771,20911475.388592474
"꼬마 탐정들도 Young, Dumb, Stupid Ding Dang Dong~🕵‍♀ #Shorts",dLELsRPtNbk,2023-03-17,1088955,73655,-,-,17,11.20714730824904,12204079.097054332
NSWER를 구할 PAXXWORD라면 찾아드리는 게 인지상정🤟 #초록사탕의비밀 EP.2 | PICK NMIXX,d9dHKalLz7g,2023-03-17,135101,9419,-,19,12,9.150484204822817,1236239.5665557673
"[NMIXX] ""Young, Dumb, Stupid"" Performance Video",Qx8WSG5GKXc,2023-03-16,7345061,182239,-,3,23,12.11307429139642,88971269.56783848
"Young, Dumb, Stupid 우린 겁이 없어!🐻 #Shorts",pNg7Iy_rKCk,2023-03-16,1769382,157523,-,-,17,11.96732675833226,21174772.55431145
"Young, Dumb, Stupid Ding Dang Dong~🐰 #Shorts",HeoYdEcjHD0,2023-03-16,3531350,262125,-,-,18,12.476576768204222,44059159.37039798
"[NMIXX] ""Young, Dumb, Stupid"" 응원법 | 1st EP 'expérgo' 😜",ZnlNK_w-7fw,2023-03-15,109488,10931,-,4,2,9.299358068293836,1018168.1161813556
"Young, Dumb, Stupid 우린 겁이 없어!🐶 #Shorts",b0xpzwN8_Z4,2023-03-15,704332,70737,-,-,18,11.166724053039157,7865081.085725176
"Young, Dumb, Stupid Ding Dang Dong~🐤 #Shorts",4tlpFBgIKaA,2023-03-15,118578,14901,-,-,18,9.60918360377546,1139437.7733684864
"[NMIXX] ""Young, Dumb, Stupid"" M/V REACTION | 1st EP 'expérgo'",pq5iXtNuauE,2023-03-14,296021,26754,-,6,54,10.194439273855531,3017768.108285988
우린 겁이 없어! #Shorts,wKW6CNSmoeM,2023-03-14,605244,63271,-,-,19,11.055182367294991,6691082.79671109
Ding Dang Dong~ #Shorts,AO9i6sIGcEk,2023-03-14,1338563,144388,-,-,19,11.880259399494584,15902475.662565669
"Young, Dumb, Stupid😜 #Shorts",855GU-UeYlU,2023-03-14,1542021,131681,-,-,19,11.788137610049741,18177555.74558651
"[NMIXX] ""Young, Dumb, Stupid"" Dance Practice",JiyfmTqDvjg,2023-03-13,1951833,108327,-,3,17,11.592909709396361,22627423.73682023
"안녕 내 이름은 NMIXX, 탐정이죠🔍 #초록사탕의비밀 EP.1 | PICK NMIXX",FiNzQsoKhrE,2023-03-10,191194,13164,-,17,43,9.48524111006323,1813521.1887974292
NMIXX Official Fanclub NSWER 1st Generation D-Day,UDKxprZpRmc,2023-03-05,64268,8995,-,-,10,9.104424146384634,585123.1310398476
NMIXX Official Fanclub NSWER 1st Generation D-1,w1p8jUViI6U,2023-03-04,40567,8067,-,-,10,8.995536944936974,364921.94724525826
It's time to MIXX #MIXXPLORE EP.4 | PICK NMIXX,ju51oAPk9XM,2023-03-03,313009,16988,-,35,29,9.740262491433162,3048789.8221810027
NMIXX Official Fanclub NSWER 1st Generation D-2,WM6Gd2yNMWI,2023-03-03,29044,6675,-,-,7,8.80612448326845,255765.07949204886
[NMIXX] 설윤이와 배이의 졸업식🎓 Behind #MIXXTREAM | 졸업식 한번 더 하고 싶네요😊,6Qe8gWd64m0,2023-03-02,139348,7912,-,6,41,8.976135873302548,1250806.5816729635
[NMIXX] Graduation Interview Video 📹,2pF2-sH9prs,2023-03-02,45327,5619,-,4,25,8.633908991112198,391349.19284014264
NMIXX Official Fanclub NSWER 1st Generation D-3,hE_W3o9ZKiM,2023-03-02,49582,8941,-,-,9,9.098402718735318,451117.0036003346
NSWER 1st Anniversary Cover 'TO MY NSWER' | PICK NMIXX,y12W2VFSPPg,2023-03-01,144510,16503,-,13,26,9.711297461543568,1403379.596167661
NMIXX Official Fanclub NSWER 1st Generation D-4,ZEPi6qu8Ftg,2023-03-01,40892,8162,-,-,9,9.00724451596575,368324.24274687143
NMIXX Official Fanclub NSWER 1st Generation D-5,67N-m7MjnIU,2023-02-28,60822,9986,-,-,9,9.208939391060555,560106.1116430851
릴리리야 릴리딩 LILY's Lost The Plot #2 𝙇𝙖 𝙇𝙖 𝙇𝙖𝙣𝙙 (SPOILERS) 💛👗👔,rZuiVCOtXdU,2023-02-26,67172,7619,-,57,35,8.93840040647301,600410.232103605
[🧸] HAPPY HAEWON DAY,cq57YL0ITDA,2023-02-25,103778,14032,-,56,50,9.549095714611964,990986.0550710004
Funky Glitter Campfire #MIXXPLORE EP.3 | PICK NMIXX,2lZqFVU-Qko,2023-02-24,210623,12545,-,27,26,9.437077458800523,1987665.5656049426
💗 NMIXX 1st Anniversary 💗,uViW0jELth4,2023-02-22,82848,7716,-,44,49,8.951051374025619,741576.7042352745
NMIXX 1st Anniversary cover 'TO MY DREAM' | PICK NMIXX,PxA7lXSzX60,2023-02-22,196333,22523,-,27,42,10.022292288301378,1967706.7118390743
막내 규진이의 얼떨떨떨한 소감... #Shorts,Cpo5pAHCMcw,2023-02-21,36976,5908,-,-,47,8.68406264365127,321101.90031164937
[NMIXX] 템플스테이 우리만 이렇게 하는거 아니지? | 차개듀 우리만 재밌는 거 아니지? EP.3,tDB57NV6tbI,2023-02-21,139160,8118,-,16,55,9.001839097398843,1252695.928794023
[NMIXX] Official Fanclub NSWER 1st Generation Greeting Message 🎓,5bnwesehB6w,2023-02-20,51648,6749,-,-,48,8.817149624743406,455388.1438187474
Fill up our winter place #MIXXPLORE EP.2 | PICK NMIXX,WSrYSNpBQ0A,2023-02-17,242920,14638,-,25,3,9.591376166161172,2329937.098283872
[NMIXX] 립스틱 만들러 갔다가 로제 떡볶이 만든 사연은? 💄💖 #MIXXTREAM | 막내즈 립스틱 공방 체험,iTneJR_X35c,2023-02-16,81361,6481,-,18,7,8.776630098427717,714075.4014381774
[NMIXX] Happy Valentine's Day NSWER! 🧁🍫 (Video Call College ver.),ewx02gktp7o,2023-02-14,64222,8301,-,4,45,9.024131268455035,579547.7583227193
템플스테이에 귀요미들의 등장이라... 재밌어지겠네 #Shorts,_GwOLxPvcx8,2023-02-13,34031,5829,-,-,36,8.67060073804555,295069.21371642814
[NMIXX] 막내즈와 함께 템플스테이를 가게 된다면?💚 | 차개듀 우리만 재밌는 거 아니지? EP.2,Wip-DYcFUEE,2023-02-13,134265,7632,-,13,17,8.940105213128122,1200343.2264406474
"Buckle up, ready, set, go MIXXPLORE EP.1 | PICK NMIXX",p-bLq4cdNis,2023-02-10,358418,22525,-,24,6,10.022381082476539,3592201.782819076
"원하는대로 상상한대로, 함께라 더 빛난 꿈꿔온 여행🧳 MIXXPLORE EP.0 | PICK NMIXX",30f2twUtvNE,2023-02-08,88173,9816,-,1,1,9.191768986390747,810465.8468370313
내가 누구게🍬,Q8z8Zr681_w,2023-02-06,128442,11673,1,7,36,9.365033761652663,1202863.6664141912
엔믹스 노래방 #2 쮸뀨미🌝🌞,-QjJ5T-GYHI,2023-02-06,123381,10407,-,52,20,9.25023393563786,1141303.113212935
[NMIXX] 해원 스페셜 MC Behind #MIXXTREAM | 어디 타는 냄새 안 나요...?🔥🔥,y9JomVhVaUA,2023-02-03,71065,6446,-,4,13,8.771215062375383,623326.3984077065
Welcome to 춘식 world,Hx3iifRIYv0,2023-02-02,103766,9834,-,1,20,9.193601047971885,953983.2063438507
[NMIXX] 2023 NMIXX 설날 스페셜 Behind #MIXXTREAM | 한복 입은 모습 어때요? ☀️,7iw51YhX9Yc,2023-02-01,49472,5061,-,5,56,8.529319371214077,421962.4879327028
Hug With NSWER (Leisure With Lily #8),jkxWjuktXsg,2023-02-01,63727,7519,-,47,26,8.925188429378027,568775.4830389735
릴리리야 릴리딩 LILY's Lost The Plot #1 𝙃𝙖𝙧𝙧𝙮 𝙋𝙤𝙩𝙩𝙚𝙧 (SPOILERS) 🧙‍♀️,c6MWz9-F-vw,2023-01-27,98406,10361,1,22,31,9.245804036251752,909842.5919913899
차개듀라고 불리는 이유는 바로...! #Shorts,FN9y_lW1PFw,2023-01-27,72496,7427,-,-,33,8.912877287669296,646147.9518468733
[NMIXX] JYP 공채 개그우먼 1기 차세대 개그 듀오를 보러 오세요! 🤣🎉 | 차개듀 우리만 재밌는 거 아니지? EP.1,HR23H5PnSsI,2023-01-27,121368,8311,-,16,3,9.025335217553026,1095386.8846839757
[NMIXX]🐰HAPPY SULLYOON DAY🦌 #MIXXTORY,2nHm5fhiFN0,2023-01-26,84655,10165,-,2,27,9.226705726062447,781086.7732398164
🐰HAPPY SULLYOON DAY🦌,HyVC9bXfl7c,2023-01-26,107130,12397,1,9,24,9.425209786838147,1009722.7244639707
엔써의 새해 복이 끝이 없네 #Shorts,yJQmYj5qwC0,2023-01-23,69936,10479,-,-,32,9.257128533474942,647406.5411171035
"요리 1회차, 떡국에서 떡국 맛이 나요 | 2023 NMIXX 설날 스페셜 명절 음식 만들기",-nPkXeBAHuI,2023-01-22,96159,7434,-,15,56,8.913819350857198,857143.9549590773
[NMIXX] 2023 설날 인사 Message💌,ePKyNllwq_g,2023-01-22,34563,5215,-,1,11,8.559294367434873,295834.8912216515
월간 5️⃣☀️1️⃣ #8,4dymlCcWyXU,2023-01-20,182602,16923,1,39,56,9.736428922408086,1777891.3940895614
설날엔 엔믹스와 “렛츠 롤 더 윷~” | 2023 NMIXX 설날 스페셜 미션 윷놀이,t5rzPkyBv2I,2023-01-20,86810,7770,-,13,31,8.958025443361693,777646.1887382286
[NMIXX] 나랑 우정 팔찌 할 사람🙌 #MIXXTREAM | 배이의 비즈 팔찌 만들기,zWQKI4vlwsE,2023-01-19,47119,5214,-,9,28,8.559102594493448,403296.35514993675
