DATE,Open,High,Low,Close,Volume,Change,MACD,Signal,PSAR,upper,middle,lower,SlowK,SlowD,ROC,OBV,FI,keyword,view_log_like_sum,view_log_like_avg,count,trend,DAY,SENTIMENT,EVENT
2023-01-02,174500.0,176000.0,166500.0,169500.0,183432.0,-0.0230547550432276,8471.944716669881,8743.872988861402,178985.2,181776.5165440637,162200.0,142623.4834559363,70.13062409288823,73.42975241684279,3.987730061349693,2022238.0,-733728000.0,50.6771,199983591.5084578,195416728.31008068,2.5,21.833969605320345,월,77.91712264033335,
2023-01-03,170000.0,182000.0,170000.0,176500.0,522683.0,0.0412979351032447,8550.253288791457,8705.149048847412,166500.0,183358.07552787577,163425.0,143491.92447212423,73.5523747560182,72.83250081729689,12.063492063492063,2544921.0,3658781000.0,64.10628,2347508929.4636483,1173754464.7318242,2.0,25.483202293669382,화,181.40714007,
2023-01-04,176500.0,177000.0,169000.0,171500.0,251334.0,-0.0283286118980169,8115.306975909043,8587.180634259737,166500.0,183065.294155432,164750.0,146434.70584456803,69.03057905009757,70.90452596633467,4.57317073170731,2293587.0,-1256670000.0,58.39454,251060620.86410823,31382577.60801353,8.0,22.19269860254264,수,381.612804131,
2023-01-05,172000.0,177000.0,171000.0,172000.0,173260.0,0.0029154518950438,7721.940981760039,8414.132703759798,166810.0,182244.96825639493,166100.0,149955.03174360507,70.11494252873561,70.8992987782838,2.9940119760478945,2466847.0,86630000.0,56.27729,16187074.896187726,2023384.3620234656,8.0,19.4142859397376,목,558.004627006,
2023-01-06,170000.0,172000.0,160500.0,168000.0,509214.0,-0.0232558139534884,7006.660604785633,8132.638283964965,182000.0,180174.78239662084,167250.0,154325.21760337916,54.73135525260624,64.62562561047982,3.384615384615386,1957633.0,-2036856000.0,58.21855,0.0,0.0,0.0,4.064204032476584,금,413.2984168932,
2023-01-09,170500.0,176500.0,170500.0,173500.0,204808.0,0.0327380952380953,6805.15420567707,7867.141468307386,181570.0,180300.81964459765,168100.0,155899.18035540235,53.62202619620421,59.489441325848695,2.6627218934911268,2162441.0,1126444000.0,62.82026,98933538.35065484,19901813.340411853,3.0,15.272633094456204,월,186.2221788293333,61.556240551
2023-01-10,173500.0,175000.0,169500.0,170500.0,179809.0,-0.0172910662824207,6330.410967564356,7559.795368158781,181148.6,179890.1923060287,168775.0,157659.8076939713,47.28682170542634,51.88006771807894,-2.571428571428569,1982632.0,-539427000.0,50.37563,10780300.725416183,1540042.9607737404,7.0,18.98837267808417,화,92.363751507,
2023-01-11,172000.0,176000.0,167000.0,174500.0,200157.0,0.0234604105571847,6205.408020694682,7288.917898665961,180735.628,179277.35573039445,169725.0,160172.64426960555,57.3643410852713,52.75772966230062,-0.2857142857142891,2182789.0,800628000.0,49.23485,14998853.302309554,3749713.325577389,4.0,19.678185702114597,수,339.746730898,
2023-01-12,174500.0,177000.0,171500.0,173000.0,167481.0,-0.0085959885386819,5917.0962187803525,7014.55356268884,180330.91544,179354.48519906792,170225.0,161095.51480093208,56.589147286821685,53.74677002583977,0.8746355685131268,2015308.0,-251221500.0,48.54953,9509926.047085194,1358560.8638693134,7.0,18.82606530413828,목,99.949087284,
2023-01-13,174000.0,177500.0,173000.0,174500.0,145611.0,0.0086705202312138,5743.437727607787,6760.330395672629,179934.2971312,178267.1832568421,171075.0,163882.8167431579,62.79069767441859,58.91472868217053,2.346041055718473,2160919.0,218416500.0,51.27016,7934873.208692855,1983718.3021732136,4.0,19.081986525999483,금,219.008554366,
2023-01-16,173500.0,179000.0,173000.0,178500.0,223077.0,0.0229226361031518,5861.016542471363,6580.467625032376,179545.611188576,178916.17874986288,171800.0,164683.82125013712,68.99224806201549,62.7906976744186,5.000000000000004,2383996.0,892308000.0,53.84533,26254614.95336016,5278119.4735145485,3.6666666666666665,15.10156258549783,월,268.3920158891667,
2023-01-17,178500.0,180500.0,176000.0,177000.0,167937.0,-0.0084033613445377,5766.686365598405,6417.711373145581,160500.0,179402.1123618259,172300.0,165197.8876381741,75.19379844961239,68.99224806201549,2.017291066282412,2216059.0,-251905500.0,50.61694000000001,5036557.900925522,2518278.950462761,2.0,19.10255914320108,화,1280.724659785,385.569846604
2023-01-18,177500.0,182000.0,176000.0,179000.0,221721.0,0.0112994350282484,5786.607892372034,6291.490676990872,160900.0,179247.70365116588,173125.0,167002.29634883412,82.17054263565889,75.45219638242894,5.604719764011801,2437780.0,443442000.0,58.98356,21385536.62536764,5346384.15634191,4.0,20.213583840279497,수,613.420163538,193.93062707
2023-01-19,179500.0,189000.0,179500.0,188000.0,399272.0,0.0502793296089385,6454.220394632022,6324.036620519102,161744.0,182719.5069263666,174075.0,165430.4930736334,86.42730858153134,81.26388322226755,6.515580736543902,2837052.0,3593448000.0,59.8103,813168.0841878803,813168.0841878803,1.0,17.972384880209667,목,536.248300059,74.968749483
2023-01-20,187500.0,191000.0,186000.0,187000.0,181112.0,-0.0053191489361702,6823.954173956736,6424.020131206629,163379.36,184996.2160136294,174675.0,164353.7839863706,89.8076618665739,86.13517102792139,9.037900874635564,2655940.0,-181112000.0,59.44619,0.0,0.0,0.0,4.085071533614641,금,1112.9651043557,
2023-01-25,188000.0,188500.0,185000.0,186400.0,198658.0,-0.0032085561497325,6988.002528995101,6536.816610764324,165589.01119999998,186764.63107048135,175245.0,163725.36892951862,89.43150225289999,88.55549090033509,8.372093023255811,2457282.0,-119194800.0,60.48851,12359580.909558214,1791765.1777610073,3.4444444444444446,12.764706126207683,수,182.4025028528889,
2023-01-26,187000.0,194200.0,186200.0,190400.0,292592.0,0.0214592274678111,7355.983405119245,6700.649969635308,167621.89030399997,189314.77047418355,176190.0,163065.22952581645,86.84243809894438,88.69386740613943,13.33333333333333,2749874.0,1170368000.0,54.389680000000006,4627916.5254896125,1156979.1313724031,4.0,18.60189144667398,목,337.1767289275,0.155126339
2023-01-27,192200.0,194800.0,189000.0,194000.0,190667.0,0.01890756302521,7847.638126810576,6930.047601070361,170279.7012736,192321.64066560403,177365.0,162408.35933439597,90.43656895971962,88.90350310385469,11.815561959654186,2940541.0,686401200.0,56.94039000000001,1909951498.5408916,146919346.04160702,13.0,23.860752990822668,금,190.777782495,
