DATE,Open,High,Low,Close,Volume,Change,MACD,Signal,PSAR,upper,middle,lower,SlowK,SlowD,ROC,OBV,FI,keyword,view_log_like_sum,view_log_like_avg,count,trend,DAY,SENTIMENT,EVENT
2023-01-02,77300.0,78000.0,73300.0,75200.0,425582.0,-0.0195567144719687,1117.1606758258858,2197.145018714872,81365.44,81520.87235553621,78540.0,75559.12764446379,23.317853457172337,34.00339485808703,-4.930467762326174,5768696.0,-638373000.0,24.96469,151155400.64445817,30231080.128891636,2.5,12.280464390852684,월,80.77383227050001,24.9939156915
2023-01-03,74900.0,78400.0,74700.0,77200.0,462240.0,0.0265957446808511,998.0046221249212,1957.316939396882,80881.5136,81056.2428358457,78330.0,75603.7571641543,33.71001031991744,30.855622663215403,-0.7712082262210762,6230936.0,924480000.0,14.15332,0.0,0.0,0.0,2.6499492255434385,화,181.916077184,
2023-01-04,77200.0,77400.0,74200.0,75200.0,337977.0,-0.0259067357512953,733.7313080045133,1712.5998131184083,80426.622784,81143.37020626408,78130.0,75116.62979373592,30.19607843137254,29.07464740282076,-3.589743589743588,5892959.0,-675954000.0,14.04271,0.0,0.0,0.0,2.6421033999147325,수,21.08268531699999,
2023-01-05,75600.0,76900.0,73600.0,74400.0,297806.0,-0.0106382978723403,454.5002920069819,1460.979908896123,79999.02541696001,81266.92167513551,77890.0,74513.07832486449,27.05882352941176,30.32163742690057,-8.374384236453203,5595153.0,-238244800.0,13.70464,1137339.6753499391,1137339.6753499391,1.0,16.834450817253142,목,277.915244361,
2023-01-06,74000.0,74400.0,71700.0,73900.0,441861.0,-0.0067204301075268,190.6640225843439,1206.9167316337673,79597.08389194241,81481.98564653595,77685.0,73888.01435346405,19.0254319549602,25.426777971914827,-5.859872611464967,5153292.0,-220930500.0,14.24473,2964738.635130408,2964738.635130408,1.0,17.831200330742057,금,318.2349712972,0.065547779
2023-01-09,75100.0,78000.0,75000.0,76300.0,429310.0,0.0324763193504735,173.23487676792138,1000.180360660598,78965.31718058702,81342.36074233451,77550.0,73757.63925766549,26.75596971461852,24.280075066330152,-2.179487179487183,5582602.0,1030344000.0,14.64458,0.0,0.0,0.0,2.660563455729018,월,92.67682731699999,
2023-01-10,75900.0,76500.0,74300.0,74600.0,305640.0,-0.0222804718217561,21.9928408517153,804.5428566988215,78384.09180614006,81209.69229555358,77310.0,73410.30770444642,33.814793244030284,26.532064971202995,-6.516290726817042,5276962.0,-519588000.0,13.83152,0.0,0.0,0.0,2.626950045638891,화,0.333059783,
2023-01-11,75400.0,77000.0,74200.0,77000.0,417695.0,0.032171581769437,94.70072905581036,662.5744311702193,78000.0,81060.62494914564,77220.0,73379.37505085436,47.338380896913215,35.96971461852067,-0.1297016861219191,5694657.0,1002468000.0,14.50225,0.0,0.0,0.0,2.674303809802328,수,341.174021619,
2023-01-12,79600.0,80800.0,76300.0,77700.0,850735.0,0.009090909090909,206.42684398431447,571.3449137330383,71700.0,80900.99986670222,77150.0,73399.00013329778,54.13488472312002,45.09601962135451,-1.7699115044247815,6545392.0,595514500.0,16.61085,43487834.70968577,10871958.677421443,4.0,19.65614757780842,목,99.949087284,
2023-01-13,77500.0,78000.0,74900.0,75500.0,509649.0,-0.0283140283140282,116.11053124757018,480.2980372359447,71882.0,80839.87844746714,77035.0,73230.12155253286,56.68174962292608,52.71833841431977,-4.791929382093318,6035743.0,-1121227800.0,15.77275,28867433.56349687,7216858.390874217,4.0,19.19460810528719,금,183.978463475,25.000102
