Date,Open,High,Low,Close,Volume,Change,MACD,Signal,PSAR,upper,middle,lower,SlowK,SlowD,ROC,OBV,FI
2023-01-02,46550,49000,45950,48050,1483247,0.09578107183580387,686.6851878301677,731.1131684876161,42450.0,47632.663771325424,45037.5,42442.336228674576,38.7253179619592,30.89979431200808,6.070640176600439,2124425.0,6229637400.0
2023-01-03,47500,50800,47500,49500,1176815,0.03017689906347565,977.7768455275946,780.4459038956118,42450.0,48489.36434452113,45245.0,42000.63565547887,65.05084871862768,42.378023346163424,12.372304199772977,3301240.0,1706381750.0
2023-01-04,49800,50000,48350,48800,505379,-0.014141414141414121,1138.8568981905046,852.1281027545904,42784.0,49006.7081844548,45502.5,41998.2918155452,81.99174170742486,61.92263612933726,7.726269315673284,2795861.0,-353765300.0
2023-01-05,49250,50100,48250,49100,445150,0.006147540983606481,1276.0124163943183,936.904965482536,43104.64,49529.032240877445,45745.0,41960.967759122555,80.03992015968066,75.69417019524441,4.802561366061897,3241011.0,133545000.0
2023-01-06,48700,49900,46950,49600,580137,0.010183299389002087,1408.8150313244332,1031.2869786509154,43412.4544,50068.22703854145,46027.5,41986.77296145855,80.43912175648705,80.82359454119755,12.09039548022599,3821148.0,290068500.0
2023-01-09,50000,50500,48350,48800,569291,-0.016129032258064502,1432.9901281349303,1111.6276085477184,43707.956224,50402.52979727201,46207.5,42012.47020272799,80.43912175648705,80.3060545575516,9.4170403587444,3251857.0,-455432800.0
2023-01-10,48750,48850,46850,47000,566170,-0.03688524590163933,1292.0106156287948,1147.7042099639336,43991.63797504,50476.377399732126,46312.5,42148.622600267874,72.05588822355291,77.64471057884236,-1.5706806282722474,2685687.0,-1019106000.0
2023-01-11,47200,48150,47000,47900,278938,0.01914893617021285,1238.6276857094126,1165.8889051130295,44263.9724560384,50600.837308028655,46495.0,42389.162691971345,65.26946107784433,72.58815701929478,4.017372421281218,2964625.0,251044200.0
2023-01-12,48550,49500,48050,48650,429192,0.01565762004175375,1242.517097473894,1181.2145435852024,44525.41355779686,50832.497002397,46662.5,42492.502997603,64.67065868263475,67.33200266134402,7.2767364939360535,3393817.0,321894000.0
2023-01-13,48650,49150,47650,49050,371950,0.008221993833504637,1263.3134503096153,1197.6343249300849,44776.39701548499,51025.14817362244,46912.5,42799.85182637756,72.8542914171657,67.59813705921495,9.000000000000007,3765767.0,148780000.0
