Date,Open,High,Low,Close,Volume,Change,MACD,Signal,PSAR,upper,middle,lower,SlowK,SlowD,ROC,OBV,FI
2023-01-27,69000,71500,68800,71100,493335,0.036443148688046545,1113.7323269453045,720.8859220646079,63396.338432,69987.8289336465,66045.0,62102.1710663535,90.17291485033421,81.05613678194328,8.384146341463406,5059029.0,1233337500.0
2023-01-30,71300,71800,70100,70500,217376,-0.008438818565400852,1314.2651435853477,839.5617663687559,64206.7045888,70611.2854444279,66225.0,61838.71455557211,89.02304404930062,86.40949714405583,10.501567398119116,4841653.0,-130425600.0
2023-01-31,70200,73000,70100,72500,380705,0.028368794326241176,1615.9445282054803,994.8383187361007,65117.900038144,71597.85947647461,66460.0,61322.140523525384,91.82686828169629,90.3409423937771,10.856269113149853,5222358.0,761410000.0
2023-02-01,72800,73000,71500,72100,210046,-0.0055172413793103114,1801.978866261663,1156.2664282412131,66221.39403280384,72397.96934823999,66705.0,61012.03065176001,90.19933554817277,90.34974929305662,9.242424242424253,5012312.0,-84018400.0
2023-02-02,72600,73100,70800,72100,264698,0.0,1927.1968933283351,1310.4525212586375,67170.39886821131,73052.27970707945,66910.0,60767.72029292055,91.87109187109188,91.29909856698704,12.832550860719882,5012312.0,0.0
2023-02-03,72300,73500,71400,72800,320182,0.009708737864077666,2059.1802832714166,1460.1980736611933,68119.1350492975,73884.22605470475,67295.0,60705.773945295245,91.30639997491592,91.12560913139357,14.10658307210031,5332494.0,224127400.0
2023-02-06,72800,73100,71100,71400,273153,-0.019230769230769273,2027.4387194573355,1573.6462028204219,69087.69074042395,74333.73868724554,67635.0,60936.26131275447,87.57150795985747,90.24966660195514,11.737089201877925,5059341.0,-382414200.0
2023-02-07,71800,73300,70900,71800,350664,0.0056022408963585235,2011.374090036552,1661.1917802636478,69881.90640714763,74663.36029654075,68070.0,61476.639703459245,85.43689320388349,88.10493371288567,10.802469135802472,5410005.0,140265600.0
2023-02-08,72400,73400,71700,72600,316641,0.011142061281337101,2039.6838636808097,1736.8901969470803,70533.16325386106,75192.47369873077,68420.0,61647.52630126923,84.60948186701364,85.87262767691824,8.520179372197312,5726646.0,253312800.0
2023-02-09,72700,74000,71600,72600,422358,0.0,2038.619625211999,1797.236082600064,70900.0,75517.14653586654,68860.0,62202.85346413345,86.54448726075691,85.53028744388473,8.520179372197312,5726646.0,0.0
2023-02-10,74100,75600,72600,73300,660274,0.009641873278236845,2070.3941435032466,1851.8676947807005,71520.0,75981.2099283326,69255.0,62528.790071667405,84.30199763962652,85.15198892246575,8.592592592592595,6386920.0,462191800.0
2023-02-13,73300,74800,72600,72800,280672,-0.006821282401091366,2031.8084339764173,1887.8558426198438,71600.0,76316.15317486516,69595.0,62873.84682513484,76.90788975901337,82.58479155313232,6.1224489795918435,6106248.0,-140336000.0
2023-02-14,73300,73300,71700,73200,365313,0.005494505494505475,2010.3317848146398,1912.351031058803,75600.0,76417.79836106808,70060.0,63702.20163893192,72.67809177921539,77.96265972595181,2.9535864978903037,6471561.0,146125200.0
2023-02-15,73600,73700,71100,71700,444021,-0.020491803278688492,1850.9374666985386,1900.0683181867503,75522.0,76155.69294033629,70455.0,64754.30705966371,61.304552464499615,70.29684466757617,1.7021276595744705,6027540.0,-666031500.0
2023-02-16,71800,72500,71400,72300,342693,0.008368200836819994,1752.8258218303963,1870.6198189154795,75345.12,75761.66552978613,70875.0,65988.33447021387,51.791443850267406,61.92469603132751,-0.27586206896551557,6370233.0,205615800.0
2023-02-17,71300,72100,70500,71800,408007,-0.006915629322268302,1616.096461072375,1819.7151473468587,75175.3152,75247.37492036732,71225.0,67202.62507963268,37.85204991087347,50.31601540854687,-0.4160887656033285,5962226.0,-204003500.0
2023-02-20,71800,74900,71800,74000,516907,0.03064066852367686,1666.0538398394856,1788.982885845384,70500.0,75250.74924232098,71580.0,67909.25075767902,46.51218062982772,45.385224796989576,2.6352288488210807,6479133.0,1137195400.0
2023-02-21,74000,74400,72300,73000,197430,-0.013513513513513487,1606.4357879921881,1752.4734662747449,70500.0,74905.77804547107,71885.0,68864.22195452893,49.51871657754014,44.627649039413825,0.27472527472527375,6281703.0,-197430000.0
2023-02-22,74100,77600,73600,76000,1008262,0.041095890410958846,1780.73576688116,1758.1259263960278,70588.0,75128.43928442676,72310.0,69491.56071557324,65.03728251864129,53.6893932420031,6.442577030812324,7289965.0,3024786000.0
2023-02-23,76000,76500,73700,76300,469490,0.003947368421052699,1920.9339182399563,1790.6875247648136,70868.48,75484.60570690555,72695.0,69905.39429309445,69.39151247353404,61.31583718990521,6.267409470752083,7759455.0,140847000.0
2023-02-24,76400,76700,75000,75900,277332,-0.005242463958060273,1976.9759579855745,1827.9452114089659,71137.7408,75951.13991717891,72935.0,69918.86008282109,78.40375586854462,70.94418362024004,4.545454545454541,7482123.0,-110932800.0
2023-02-27,75300,76800,74900,76100,234522,0.0026350461133068936,2014.3083143904223,1865.2178320052572,71396.231168,76313.56418361796,73215.0,70116.43581638204,78.87323943661973,75.55616925956618,4.820936639118467,7716645.0,46904400.0
2023-02-28,76600,79500,76000,78700,440422,0.0341655716162943,2228.009638475254,1937.7761932992566,71644.38192128,77414.9228784129,73525.0,69635.0771215871,82.0135628586333,79.7635193879326,7.366984993178716,8157067.0,1145097200.0
2023-03-02,78700,79100,77000,77500,321114,-0.015247776365946653,2274.3225318354234,2005.08546100649,72115.7190060032,77989.50831445117,73795.0,69600.49168554883,82.5873761085029,81.15805946791869,6.456043956043955,7835953.0,-385336800.0
2023-03-03,77900,78000,75700,77500,333365,0.0,2284.689356754825,2061.006240156157,72558.77586564301,78477.83355679772,74065.0,69652.16644320228,82.22222222222224,82.27438706311953,5.874316939890711,7835953.0,0.0
2023-03-06,77200,77800,75200,76700,495800,-0.010322580645161339,2202.9575032671128,2089.396492778348,72975.24931370442,78775.48447013163,74260.0,69744.51552986837,74.81481481481484,79.87480438184672,6.973500697350077,7340153.0,-396640000.0
2023-03-07,77600,80000,77000,77900,548056,0.015645371577575062,2209.544142235245,2113.4260226697274,73366.73435488215,79165.51307169841,74585.0,70004.48692830159,74.85380116959067,77.29694606887597,7.74550484094052,7888209.0,657667200.0
2023-03-08,78700,81300,78100,80000,615694,0.02695763799743256,2357.0459916577383,2162.15001646733,73897.39560649158,79957.04594900127,74995.0,70032.95405099873,78.24886289798573,75.97249296079714,11.420612813370479,8503903.0,1292957400.0
2023-03-09,80000,80000,77600,78500,425733,-0.018750000000000044,2326.0910760581755,2194.938228385499,74637.65604584242,80348.0233293254,75290.0,70231.9766706746,79.97725795971412,77.69330734243023,6.0810810810810745,8078170.0,-638599500.0
2023-03-10,77800,79800,77200,77700,281856,-0.010191082802547768,2211.5128250777925,2198.2531477239577,75303.89044125818,80548.78856467777,75545.0,70541.21143532223,74.71410006497729,77.64674030755911,6.438356164383552,7796314.0,-225484800.0
2023-03-13,74800,75700,70300,71100,1150978,-0.084942084942085,1570.045388268918,2072.6115958329497,81300.0,80720.17738585944,75435.0,70149.82261414056,47.81735483489873,67.50290428653011,-6.447368421052635,6645336.0,-7596454800.0
2023-03-14,72100,72800,71100,71500,562632,0.005625879043600568,1081.4877624127548,1874.3868291489107,81080.0,80812.83014616476,75370.0,69927.16985383524,26.762360446571005,49.764605115482404,-6.2909567496723495,7207968.0,225052800.0
2023-03-15,72400,72700,70700,71700,499599,0.002797202797202747,702.3444628113357,1639.9783558813956,80864.4,80894.45533065494,75295.0,69695.54466934506,10.303030303030333,28.294248528166758,-5.533596837944666,7707567.0,99919800.0
2023-03-16,71100,71200,68500,69800,648855,-0.02649930264993028,245.72399203744135,1361.1274831126048,80653.112,81096.77878167394,75200.0,69303.22121832606,11.264204545454575,16.10986509835204,-8.278580814717474,7058712.0,-1232824500.0
2023-03-17,70900,73600,69900,72100,477963,0.03295128939828085,68.64842100904207,1102.6316706918922,80166.98752,81107.06008081716,75190.0,69272.93991918284,17.00284090909094,12.856691919192016,-8.386277001270647,7536675.0,1099314900.0
2023-03-20,72500,72800,69800,70100,461972,-0.0277392510402219,-230.41247846915212,836.0228408596834,79700.30801919999,81258.52744367001,75105.0,68951.47255632999,16.927083333333364,15.064709595959693,-9.548387096774192,7074703.0,-923944000.0
2023-03-21,71000,71100,68700,69900,387766,-0.0028530670470755526,-478.0480837188079,573.2086559439851,79252.29569843199,81447.67134178251,74900.0,68352.32865821749,17.187500000000032,17.03914141414151,-9.806451612903222,6686937.0,-77553200.0
2023-03-22,70200,70200,67900,68300,517985,-0.022889842632331958,-794.2520697837026,299.7165107984476,78822.2038704947,81781.25603811443,74665.0,67548.74396188557,8.80752487562192,14.307369402985174,-10.951760104302476,6168952.0,-828776000.0
2023-03-23,68200,69500,67500,69100,364333,0.01171303074670571,-969.1212660478486,45.94895542918832,78166.87163826502,81803.47512857497,74320.0,66836.52487142503,8.505592508472162,11.500205794698106,-11.29653401797176,6533285.0,291466400.0
2023-03-24,69200,73200,68500,72600,658413,0.05065123010130246,-815.880650402396,-126.41696573712855,77313.52190720382,81596.44087961568,74135.0,66673.55912038432,17.178599754848975,11.49723904631442,-9.250000000000004,7191698.0,2304445500.0
2023-03-27,73000,75000,71300,72100,317553,-0.00688705234159781,-726.408593695538,-246.41529132881044,76528.4401546275,81410.5140479407,73945.0,66479.4859520593,27.294685990338195,17.659626084553178,-8.152866242038215,6874145.0,-158776500.0
2023-03-28,72700,77700,72500,77300,708284,0.07212205270457694,-233.21642854121455,-243.77551877129127,67500.0,81557.60882079828,74005.0,66452.39117920172,49.563285024154624,31.345523589780665,-0.5148005148005175,7582429.0,3683076800.0
2023-03-29,76600,77600,75900,77200,289666,-0.001293661060802087,147.8682185573707,-165.44677130555885,67704.0,81322.72615480919,73930.0,66537.27384519081,63.5317073170732,46.79655944385541,8.57946554149085,7292763.0,-28966600.0
2023-03-30,76900,78100,76500,77500,240194,0.0038860103626943143,468.68532704137033,-38.62035163617301,67903.92,81322.72615480919,73930.0,66537.27384519081,83.86713708646523,65.65404314256442,8.391608391608397,7532957.0,72058200.0
2023-03-31,77100,78100,76100,77400,179550,-0.001290322580645209,706.7194111580029,110.44760092266219,68311.7632,81308.19036731412,73925.0,66541.80963268588,88.86587922483,78.75490787612287,7.949790794979084,7353407.0,-17955000.0
2023-04-03,77900,79100,76200,76900,244576,-0.006459948320413411,845.2735293558362,257.412786609297,68703.292672,81333.7228627649,73935.0,66536.2771372351,89.59011060507483,87.44104230545675,10.17191977077363,7108831.0,-122288000.0
2023-04-04,77300,78100,76600,78100,279564,0.015604681404421283,1039.921074617887,413.91444421101494,69327.09511168,81365.64013411241,73945.0,66524.35986588759,88.6033398395142,89.01977655647308,8.32177531206657,7388395.0,335476800.0
2023-04-05,78400,78800,77000,77200,197312,-0.011523687580025643,1108.7768884315446,552.8869330551208,69913.4694049792,80860.06201248437,73805.0,66749.93798751563,85.3448275862069,87.84609267693206,10.128388017118395,7191083.0,-177580800.0
2023-04-06,77100,79800,76600,77900,443413,0.0090673575129534,1205.9285728903196,683.4952610221605,70464.66124068045,80754.64898830879,73775.0,66795.35101169121,86.51761517615176,86.8219275339577,11.444921316165946,7634496.0,310389100.0
2023-04-07,78700,78800,76400,77200,321493,-0.00898587933247752,1212.4613333877496,789.2884754952784,71211.48834142601,80676.61533506805,73750.0,66823.38466493195,82.34510793383795,84.73585023206562,13.030746705710094,7313003.0,-225045100.0
2023-04-10,77700,77700,75800,76400,219876,-0.010362694300518172,1139.944706046561,859.4197216055348,71898.56927411193,80921.3087101577,74015.0,67108.6912898423,78.59078590785907,82.48450300594966,10.56439942112879,7093127.0,-175900800.0
2023-04-11,76500,77300,75600,76600,181235,0.002617801047120505,1086.0932777188864,904.7544328282052,72530.68373218297,81162.63374915569,74270.0,67377.36625084431,75.06775067750677,78.66788150640133,5.509641873278226,7274362.0,36247000.0
2023-04-12,76400,77100,75000,75900,237099,-0.009138381201044377,975.6844005081075,918.9404263641857,73112.22903360832,81302.19905895453,74480.0,67657.80094104547,70.60939635945032,74.75597764827212,5.270457697642161,7037263.0,-165969300.0
2023-04-13,76500,81200,76500,80600,1227532,0.06192358366271411,1252.991583314375,985.7506577542235,73647.25071091966,81983.21764703646,75020.0,68056.78235296354,77.80328648016969,74.49347783904233,4.269081500646821,8264795.0,5769400400.0
2023-04-14,82400,87700,82000,85000,1110757,0.05459057071960305,1806.9730902615847,1149.9951442556958,74402.5256398277,83729.55826440605,75665.0,67600.44173559395,80.55432056945796,76.32233446969273,10.103626943005173,9375552.0,4887330800.0
2023-04-17,86500,89000,85400,88300,503184,0.0388235294117647,2483.6597627670853,1416.7280679579737,75998.22256304837,85926.97840031722,76575.0,67223.02159968278,90.39207868155235,82.9165619103934,13.935483870967747,9878736.0,1660507200.0
2023-04-18,88300,91500,87200,87800,502716,-0.005662514156285381,2945.6375288296113,1722.5099601323013,77818.47140422161,87497.18305407854,77470.0,67442.81694592146,84.9375332270069,85.29464415933914,13.436692506459957,9376020.0,-251358000.0
2023-04-19,88200,88600,86700,88000,250351,0.002277904328018332,3289.9718181512,2036.002331736081,80007.51597954615,88555.58909173124,78455.0,68354.41090826876,83.78787878787877,86.37249689881274,14.434330299089737,9626371.0,50070200.0
2023-04-20,88800,89300,85300,86300,550265,-0.01931818181818179,3386.644303310255,2306.1307260509157,81846.31342281877,89003.60671097759,79315.0,69626.39328902241,74.94949494949492,81.22496898812693,10.499359795134433,9076106.0,-935450500.0
2023-04-21,86200,86800,83600,85700,344010,-0.006952491309385911,3375.927369422803,2520.090054725293,83390.90327516777,89524.4963237211,79970.0,70415.5036762789,70.70707070707068,76.48148148148152,11.010362694300513,8732096.0,-206406000.0
2023-04-24,85600,87400,84800,86100,281343,0.004667444574095736,3360.967636383648,2688.2655710569643,83600.0,89860.01632207473,80670.0,71479.98367792527,66.86868686868684,70.84175084175088,10.526315789473696,9013439.0,112537200.0
2023-04-25,86100,87500,84900,85800,228941,-0.0034843205574912606,3287.0137984027388,2808.0152165261193,83600.0,90407.67415944529,81095.0,71782.32584055471,65.85858585858581,67.81144781144785,11.13989637305699,8784498.0,-68682300.0
2023-04-26,85500,89000,85400,87700,482878,0.022144522144522227,3343.180862111112,2915.048345643118,84800.0,91175.85684279542,81620.0,72064.14315720458,69.89898989898985,67.54208754208757,14.790575916230363,9267376.0,917468200.0
2023-04-27,87800,89600,86800,88000,359270,0.003420752565564511,3373.0190930836397,3006.6424951312224,84900.0,91889.63442105449,82145.0,72400.36557894551,73.7373737373737,69.83164983164986,14.88250652741514,9626646.0,107781000.0
2023-04-28,88500,91500,88000,90200,484950,0.02499999999999991,3533.456235947204,3112.0052432944185,85400.0,92874.25666241077,82785.0,72695.74333758923,82.62626262626259,75.42087542087545,18.840579710144922,10111596.0,1066890000.0
2023-05-02,90400,96100,90100,93800,754480,0.039911308203991025,3906.0670317981712,3270.817600995169,86376.0,94413.15352760963,83630.0,72846.84647239037,86.66953899181384,81.01105845181678,16.377171215880892,10866076.0,2716128000.0
2023-05-03,94000,96800,93300,94800,609696,0.010660980810234477,4233.2570623731735,3463.30549327077,88000.0,95968.26475397311,84465.0,72961.73524602689,90.45617381293141,86.58399181033603,11.529411764705877,11475772.0,609696000.0
2023-05-04,94800,95500,92700,94900,301352,0.001054852320675037,4449.337490175545,3660.5118926517252,89760.0,97199.64134478339,85350.0,73500.35865521661,88.80315715991476,88.64295665488675,7.474518686296716,11777124.0,30135200.0
2023-05-08,96000,96000,91400,92200,387678,-0.028451001053740765,4352.54195651444,3798.917905424268,91168.0,97754.8716844968,86065.0,74375.1283155032,80.82048685496959,86.693272609272,5.011389521640086,11389446.0,-1046730600.0
2023-05-09,92200,93200,91100,91900,226317,-0.0032537960954447387,4203.171758272671,3879.768675993949,96800.0,98006.42672755236,86800.0,75593.57327244764,71.73082173082169,80.45148858190208,4.431818181818192,11163129.0,-67895100.0
2023-05-10,92400,93500,91600,92800,191761,0.009793253536452662,4110.039303715457,3925.8228015382506,96686.0,98034.5283138508,87620.0,77205.4716861492,65.90909090909088,72.8201331649608,7.531865585168029,11354890.0,172584900.0
2023-05-11,93400,93400,90000,92000,421970,-0.008620689655172376,3926.4165623533627,3925.941553701273,96574.28,97644.16662914603,88390.0,79135.83337085397,65.40404040404037,67.68131768131771,7.3512252042007065,10932920.0,-337576000.0
2023-05-12,93600,96400,92500,94300,836365,0.02499999999999991,3921.2828867864446,3925.009820318307,90000.0,96928.3725296155,89310.0,81691.6274703845,71.46464646464644,67.59259259259262,9.523809523809534,11769285.0,1923639500.0
2023-05-15,94600,95500,92200,95500,601239,0.012725344644750836,3968.300287561229,3933.6679137668916,90000.0,97005.5323537122,90055.0,83104.4676462878,77.95454545454542,71.60774410774415,11.305361305361306,12370524.0,721486800.0
2023-05-16,105000,115800,105000,115400,3329160,0.20837696335078526,5547.3788746348,4256.410105940473,90128.0,104319.86170972443,91575.0,78830.13829027557,89.64425811513188,79.68781667810799,31.584948688711513,15699684.0,66250284000.0
2023-05-17,112300,120400,112200,119500,1478262,0.035528596187174966,7048.396242004295,4814.807333153238,91154.88,110642.51552905209,93135.0,75627.48447094791,95.10024657112034,87.56635004693264,35.79545454545454,17177946.0,6060874200.0
2023-05-18,118900,120900,116500,119800,599196,0.002510460251045954,8168.015019949016,5485.448870512393,92909.58720000001,115538.4876883661,94735.0,73931.5123116339,97.63608886502713,94.12686451709321,32.81596452328159,17777142.0,179758800.0
2023-05-19,120100,120500,114500,115700,594242,-0.03422370617696158,8625.06089987779,6113.371276385473,95148.82022400001,118568.75052202238,96120.0,73671.24947797762,92.79909795077945,95.1784777956424,23.34754797441365,17182900.0,-2436392200.0
2023-05-22,115700,115700,112500,114100,459449,-0.01382886776145198,8757.218658797734,6642.140752867925,97208.91460608001,120782.0347198091,97510.0,74237.9652801909,86.32074997728584,92.2519789310309,20.358649789029528,16723451.0,-735118400.0
2023-05-23,114800,116300,113700,115700,422033,0.014022787028922012,8888.599026512253,7091.432407596791,99104.20143759361,122902.83574630688,99010.0,75117.16425369312,81.78652580635638,86.96879124480732,21.91780821917808,17145484.0,675252800.0
2023-05-24,116400,116400,111400,113500,435191,-0.019014693171996555,8714.739211741427,7416.093768425718,100847.86532258612,124296.90615443393,100380.0,76463.09384556607,79.07227615965475,82.39318398109907,23.101952277657254,16710293.0,-957420200.0
2023-05-25,111800,114500,109600,112300,416122,-0.010572687224669641,8383.484494052143,7609.571913551003,102452.03609677924,125176.2142847361,101705.0,78233.7857152639,77.13052858683922,79.32977685095018,22.19804134929271,16294171.0,-499346400.0
2023-05-26,112400,116100,110200,113700,307002,0.012466607301869992,8140.097071428885,7715.676945126579,103927.8732090369,126106.64279872754,103005.0,79903.35720127246,74.97303128371085,77.05861201006833,22.52155172413792,16601173.0,429802800.0
2023-05-30,114400,122500,113300,122200,841508,0.07475813544415133,8534.706958873008,7879.482947875865,105285.64335231394,128180.91357693111,104715.0,81249.08642306889,82.64807899759353,78.25054628938126,32.826086956521735,17442681.0,7152818000.0
2023-05-31,120100,126600,118400,122000,867700,-0.0016366612111292644,8730.65821588623,8049.718001477938,107007.07901708255,129930.28095071041,106305.0,82679.71904928959,87.7358820640692,81.78566411512459,29.374337221633095,16574981.0,-173540000.0
2023-06-01,122200,128900,121400,127300,776275,0.043442622950819576,9207.478622766837,8281.270125735718,109358.22953503265,132552.63518632058,107980.0,83407.36481367942,94.04964801382363,88.14453635849553,33.29842931937173,17351256.0,4114257500.0
2023-06-02,127300,130300,124700,128700,577949,0.0109976433621366,9587.808244992193,8542.577749587013,112094.07740012808,135041.18812514012,109675.0,84308.81187485988,92.95751529964366,91.58101512584557,11.525129982668968,17929205.0,809128600.0
2023-06-05,127300,128700,123300,126300,417960,-0.018648018648018683,9585.071530268557,8751.076505723322,115007.02501610758,136645.8247897583,111245.0,85844.1752102417,91.87685841000602,92.96134057449119,5.690376569037658,17511245.0,-1003104000.0
2023-06-07,125500,129200,123700,127500,426654,0.009501187648456089,9569.422291892275,8914.745662957113,117453.90101353037,137769.717284331,113010.0,88250.28271566899,88.82122606874401,91.21853325946465,6.427378964941566,17937899.0,511984800.0
2023-06-08,126800,129000,126500,128300,425623,0.006274509803921635,9511.925910920632,9034.181712549816,119509.2768513655,138439.83693293962,114830.0,91220.16306706038,87.0004391743522,89.23284121770082,10.890233362143476,18363522.0,340498400.0
2023-06-09,128700,134300,127700,131200,619138,0.02260327357755254,9589.819904052012,9145.309350850255,121235.79255514703,139093.00785480774,116750.0,94406.99214519227,88.08699563848302,87.96955362719315,14.98685363716039,18982660.0,1795500200.0
2023-06-12,132400,132800,129000,132400,393686,0.009146341463414531,9637.288760162905,9243.705232712786,123587.34989522056,139002.65677067646,118770.0,98537.34322932354,90.03174975715018,88.37306152332854,14.433880726015547,19376346.0,472423200.0
2023-06-13,132500,134500,130900,133200,332287,0.0060422960725075026,9628.470470675282,9320.658280305284,125515.62691408086,138494.68222438186,120715.0,102935.31777561814,91.51206716203542,89.87693751922295,17.356828193832598,19708633.0,265829600.0
2023-06-14,133200,138700,133200,135000,612243,0.013513513513513598,9655.425138789811,9387.61165200219,127312.50153126469,137324.46616723685,122690.0,108055.53383276315,91.45734404708442,91.00038698875674,20.213713268032052,20320876.0,1102037400.0
2023-06-15,136200,138600,135300,137000,364569,0.014814814814814836,9726.054293138353,9455.300180229422,129590.00122501174,139256.39402830755,123770.0,108283.60597169244,92.07413847831185,91.68118322914397,20.492524186455576,20685445.0,729138000.0
2023-06-16,137400,137900,135000,136000,261448,-0.007299270072992692,9590.780219842898,9482.396188152117,131412.00098000938,140823.79847678196,124595.0,108366.20152321806,90.65653825284859,91.39600692608168,11.292962356792135,20423997.0,-261448000.0
2023-06-19,136200,136400,133300,136100,244897,0.0007352941176470562,9383.476826579019,9462.612315837498,132869.60078400752,142220.4610287761,125410.0,108599.5389712239,91.48272363946909,91.40446679020992,11.557377049180317,20668894.0,24489700.0
2023-06-20,135800,139200,135100,138800,371580,0.019838354151359372,9329.510044659124,9435.991861601822,133300.0,143718.92374939332,126565.0,109411.07625060668,92.78900613131857,91.64275600787882,9.033778476040855,21040474.0,1003266000.0
2023-06-21,138700,140600,133500,134400,425154,-0.03170028818443804,8829.91202412748,9314.775894106953,133300.0,144052.35259457494,127580.0,111107.64740542506,85.18301197927178,89.8182472500199,4.428904428904423,20615320.0,-1870677600.0
2023-06-22,132400,135900,132200,134000,275296,-0.0029761904761904656,8305.954463606919,9113.011608006946,140600.0,144243.20307209683,128495.0,112746.79692790317,75.87832246430509,84.61678019163189,6.096595407759309,20340024.0,-110118400.0
2023-06-23,134300,134400,129900,131300,451279,-0.020149253731343242,7585.407036263379,8807.490693658232,140600.0,143577.9947509326,129385.0,115192.00524906741,58.60027296082205,73.22053580146638,2.9803921568627434,19888745.0,-1218453300.0
2023-06-26,129300,131400,128500,130000,329926,-0.00990099009900991,6830.728487361615,8412.138252398909,140172.0,142102.34549867437,130270.0,118437.65450132561,48.456864019336194,60.978486481487856,1.3250194855806807,19558819.0,-428903800.0
2023-06-27,129300,130300,122300,124900,794119,-0.03923076923076918,5754.775453465787,7880.665692612284,139471.68,140295.96006752618,130830.0,121364.03993247384,32.576177116191225,46.54443803211657,-4.801829268292678,18764700.0,-4050006900.0
2023-06-28,126300,126500,122500,122600,413691,-0.018414731785428295,4662.735037126156,7237.079561515058,138097.9456,140244.36001013374,130850.0,121455.63998986626,17.708367014798252,32.9138027167753,-7.401812688821751,18351009.0,-951489300.0
2023-06-29,122300,128000,122300,124900,376280,0.018760195758564358,3937.4870182033337,6577.1610528527135,136834.109952,139916.09298236488,130995.0,122073.90701763511,10.01821493624769,20.10091968907913,-6.231231231231227,18727289.0,865444000.0
