Date,Open,High,Low,Close,Volume,Change,MACD,Signal,PSAR,upper,middle,lower,SlowK,SlowD,ROC,OBV,FI
2023-01-02,174500,176000,166500,169500,183432,-0.023054755043227626,8471.944716669881,8743.872988861402,178985.2,181776.5165440637,162200.0,142623.4834559363,70.13062409288823,73.42975241684279,3.9877300613496924,2022238.0,-733728000.0
2023-01-03,170000,182000,170000,176500,522683,0.041297935103244754,8550.253288791457,8705.149048847412,166500.0,183358.07552787577,163425.0,143491.92447212423,73.5523747560182,72.83250081729689,12.063492063492065,2544921.0,3658781000.0
2023-01-04,176500,177000,169000,171500,251334,-0.028328611898016942,8115.306975909043,8587.180634259737,166500.0,183065.29415543197,164750.0,146434.70584456803,69.03057905009757,70.90452596633467,4.57317073170731,2293587.0,-1256670000.0
2023-01-05,172000,177000,171000,172000,173260,0.00291545189504383,7721.940981760039,8414.132703759798,166810.0,182244.96825639493,166100.0,149955.03174360507,70.11494252873561,70.8992987782838,2.9940119760478945,2466847.0,86630000.0
2023-01-06,170000,172000,160500,168000,509214,-0.023255813953488413,7006.660604785633,8132.638283964965,182000.0,180174.78239662084,167250.0,154325.21760337916,54.73135525260624,64.62562561047982,3.384615384615386,1957633.0,-2036856000.0
2023-01-09,170500,176500,170500,173500,204808,0.032738095238095344,6805.15420567707,7867.141468307386,181570.0,180300.81964459765,168100.0,155899.18035540235,53.62202619620421,59.489441325848695,2.6627218934911268,2162441.0,1126444000.0
2023-01-10,173500,175000,169500,170500,179809,-0.01729106628242072,6330.410967564356,7559.795368158781,181148.6,179890.1923060287,168775.0,157659.8076939713,47.28682170542634,51.88006771807894,-2.571428571428569,1982632.0,-539427000.0
2023-01-11,172000,176000,167000,174500,200157,0.02346041055718473,6205.408020694682,7288.917898665961,180735.628,179277.35573039445,169725.0,160172.64426960555,57.3643410852713,52.75772966230062,-0.28571428571428914,2182789.0,800628000.0
2023-01-12,174500,177000,171500,173000,167481,-0.008595988538681931,5917.0962187803525,7014.5535626888395,180330.91544,179354.48519906792,170225.0,161095.51480093208,56.589147286821685,53.74677002583977,0.8746355685131268,2015308.0,-251221500.0
2023-01-13,174000,177500,173000,174500,145611,0.00867052023121384,5743.437727607787,6760.330395672629,179934.2971312,178267.1832568421,171075.0,163882.8167431579,62.79069767441859,58.91472868217053,2.346041055718473,2160919.0,218416500.0
2023-01-16,173500,179000,173000,178500,223077,0.022922636103151817,5861.016542471363,6580.4676250323755,179545.611188576,178916.17874986288,171800.0,164683.82125013712,68.99224806201549,62.790697674418595,5.000000000000004,2383996.0,892308000.0
2023-01-17,178500,180500,176000,177000,167937,-0.008403361344537785,5766.686365598405,6417.711373145581,160500.0,179402.1123618259,172300.0,165197.8876381741,75.19379844961239,68.99224806201549,2.0172910662824117,2216059.0,-251905500.0
2023-01-18,177500,182000,176000,179000,221721,0.011299435028248483,5786.607892372034,6291.490676990872,160900.0,179247.70365116588,173125.0,167002.29634883412,82.17054263565889,75.45219638242894,5.604719764011801,2437780.0,443442000.0
2023-01-19,179500,189000,179500,188000,399272,0.05027932960893855,6454.220394632022,6324.036620519102,161744.0,182719.5069263666,174075.0,165430.4930736334,86.42730858153134,81.26388322226755,6.515580736543902,2837052.0,3593448000.0
2023-01-20,187500,191000,186000,187000,181112,-0.005319148936170248,6823.954173956736,6424.020131206629,163379.36,184996.2160136294,174675.0,164353.7839863706,89.8076618665739,86.13517102792139,9.037900874635563,2655940.0,-181112000.0
2023-01-25,188000,188500,185000,186400,198658,-0.0032085561497325887,6988.002528995101,6536.816610764324,165589.01119999998,186764.63107048138,175245.0,163725.36892951862,89.43150225289999,88.55549090033509,8.372093023255811,2457282.0,-119194800.0
2023-01-26,187000,194200,186200,190400,292592,0.02145922746781115,7355.983405119245,6700.649969635308,167621.89030399997,189314.77047418355,176190.0,163065.22952581645,86.84243809894438,88.69386740613943,13.33333333333333,2749874.0,1170368000.0
2023-01-27,192200,194800,189000,194000,190667,0.018907563025210017,7847.638126810576,6930.047601070361,170279.7012736,192321.64066560403,177365.0,162408.35933439597,90.43656895971962,88.90350310385469,11.815561959654186,2940541.0,686401200.0
