date,keyword,view_log_like_sum,view_log_like_avg,count,trend
2023-01-01,24.96469,302310801.28891635,60462160.25778327,5.0,21.84969963879714
2023-01-02,15.04776,0.0,0.0,0.0,2.711229142908226
2023-01-03,14.15332,0.0,0.0,0.0,2.6499492255434385
2023-01-04,14.04271,0.0,0.0,0.0,2.6421033999147325
2023-01-05,13.70464,1137339.6753499391,1137339.6753499391,1.0,16.834450817253142
2023-01-06,14.24473,2964738.6351304078,2964738.6351304078,1.0,17.831200330742057
2023-01-07,14.64458,0.0,0.0,0.0,2.684070301138512
2023-01-08,13.676659999999998,0.0,0.0,0.0,2.6156907303376573
2023-01-09,14.61326,0.0,0.0,0.0,2.6819293357108838
2023-01-10,13.83152,0.0,0.0,0.0,2.626950045638891
2023-01-11,14.50225,0.0,0.0,0.0,2.674303809802328
2023-01-12,16.61085,43487834.70968577,10871958.677421443,4.0,19.65614757780842
2023-01-13,15.77275,28867433.56349687,7216858.390874217,4.0,19.19460810528719
2023-01-14,14.44341,17030582.84119668,8515291.42059834,2.0,19.06679892136876
2023-01-15,14.45884,17936991.740275998,4484247.935068999,4.0,18.631781394659416
2023-01-16,15.23683,217284525.91233572,217284525.91233572,1.0,22.19294763585495
2023-01-17,15.53568,0.0,0.0,0.0,2.7431393140144933
2023-01-18,16.69934,0.0,0.0,0.0,2.815369197683652
2023-01-19,19.53544,580929.0150915246,580929.0150915246,1.0,16.51712798367821
2023-01-20,20.1423,10763548.547909182,2152709.709581836,5.0,18.299768953223676
2023-01-21,16.27777,0.0,0.0,0.0,2.7898003733050887
2023-01-22,13.36155,0.0,0.0,0.0,2.592381179343008
2023-01-23,13.61323,0.0,0.0,0.0,2.611042114002093
2023-01-24,14.66127,578861.4542440005,578861.4542440005,1.0,16.226541646864735
2023-01-25,16.61502,9611651.907499615,9611651.907499615,1.0,19.161307646855228
2023-01-26,15.6755,0.0,0.0,0.0,2.7520989839368912
2023-01-27,15.346189999999998,0.0,0.0,0.0,2.7308672347553307
2023-01-28,13.87243,0.0,0.0,0.0,2.6299034172509623
2023-01-29,14.69217,12215244.969089027,12215244.969089027,1.0,19.27802389656491
2023-01-30,16.837909999999997,345805023.4400516,345805023.4400516,1.0,22.757532430468842
2023-01-31,15.70639,0.0,0.0,0.0,2.754067635919064
2023-02-01,14.97012,0.0,0.0,0.0,2.706056214431473
2023-02-02,14.88875,0.0,0.0,0.0,2.700605894212974
2023-02-03,18.975310000000004,0.0,0.0,0.0,2.9431386604341445
2023-02-04,15.45513,0.0,0.0,0.0,2.737940987066011
2023-02-05,16.48439,0.0,0.0,0.0,2.802413872502688
2023-02-06,19.03583,11955764.094715074,11955764.094715074,1.0,19.515560944344113
2023-02-07,28.31626,0.0,0.0,0.0,3.343436197957653
2023-02-08,28.04372,281557900.3349168,13407519.063567465,21.0,20.897637654625246
2023-02-09,29.05544,0.0,0.0,0.0,3.3692057291054005
2023-02-10,117.16347000000002,0.0,0.0,0.0,4.763570139137874
2023-02-11,31.97878,13557783.652444452,2711556.7304888903,5.0,18.99281496032381
2023-02-12,23.99179,0.0,0.0,0.0,3.1777116884907617
2023-02-13,47.89388,87915026.36181995,87915026.36181995,1.0,22.433382906993618
2023-02-14,44.67421,0.0,0.0,0.0,3.799396377621094
2023-02-15,53.31188,803919.4543711792,803919.4543711792,1.0,17.84592743815633
2023-02-16,57.70103,156031448.30378497,39007862.07594624,4.0,22.178942847296845
2023-02-17,47.40972,24269948.35095625,4853989.67019125,5.0,19.96884774339878
2023-02-18,24.55359,24381822.657563966,6095455.664390991,4.0,19.468306201712377
2023-02-19,21.55555,0.0,0.0,0.0,3.070633323995117
2023-02-20,40.98249,56886424.13756839,14221606.034392098,4.0,20.827811867735075
2023-02-21,31.95123,0.0,0.0,0.0,3.4642106777351103
2023-02-22,35.34035000000001,0.0,0.0,0.0,3.565025370634246
2023-02-23,35.41881,129064796.00376168,14340532.889306853,9.0,20.946472378599807
2023-02-24,37.41012,0.0,0.0,0.0,3.6219412560533866
2023-02-25,21.54679,0.0,0.0,0.0,3.0702268495382494
2023-02-26,19.79838,0.0,0.0,0.0,2.985600116171381
2023-02-27,31.60397,12743063.625532344,6371531.812766172,2.0,19.55981978753911
2023-02-28,32.92831,4517685.062058087,4517685.062058087,1.0,19.090356920790605
2023-03-01,18.93733,1519020.214611865,1519020.214611865,1.0,17.447225076165463
2023-03-02,25.61665,0.0,0.0,0.0,3.2432425306981965
2023-03-03,32.64616,0.0,0.0,0.0,3.4857272377796873
2023-03-04,17.86843,21477426.85778857,5369356.714447143,4.0,19.023648182930913
2023-03-05,16.58748,0.0,0.0,0.0,2.8086481939303947
2023-03-06,30.988760000000003,75598931.46112762,75598931.46112762,1.0,21.84709114553212
2023-03-07,74.82364,9003172.766107358,2250793.1915268395,4.0,19.586321166975257
2023-03-08,49.0855,0.0,0.0,0.0,3.893563675503931
2023-03-09,33.23801,16776785.416762564,4194196.354190641,4.0,19.39730045531522
2023-03-10,28.88516,8847949.243105464,2211987.310776366,4.0,18.61712392101522
2023-03-11,21.70164,8708433.143364964,8708433.143364964,1.0,19.329704155184636
2023-03-12,32.66578,0.0,0.0,0.0,3.4863280467769453
2023-03-13,65.96223,831609437.5215789,831609437.5215789,1.0,25.000469648505984
2023-03-14,34.002230000000004,9999577.277064621,1999915.4554129243,5.0,18.749750511302953
2023-03-15,25.75522,3105321.715109036,3105321.715109036,1.0,18.46977908544807
2023-03-16,23.54478,437971.7932087438,437971.7932087438,1.0,16.4213278085628
