date,keyword,view_log_like_sum,view_log_like_avg,count,trend
2023-03-10,106.70486,1276538813.0030763,255307762.60061526,5.0,24.74275592835069
2023-03-11,141.42157999999998,203150865.13758138,33858477.52293023,6.0,23.062060673261275
2023-03-12,113.24796,680175297.3593057,113362549.5598843,6.0,24.048296739852013
2023-03-13,125.72383,77527179.1292642,12921196.521544034,6.0,21.98108268302468
2023-03-14,95.21684,288460999.5539937,28846099.95539937,10.0,22.66700257670413
2023-03-15,89.0144,41432789.79950064,5179098.72493758,8.0,20.812652528757155
2023-03-16,101.91607,180172425.49905255,30028737.583175424,6.0,22.614430376957046
2023-03-17,114.65309,211265047.4690782,19205913.406279836,11.0,22.4753289719512
2023-03-18,115.74314,236435807.9185958,33776543.98837083,7.0,22.908194861343425
2023-03-19,121.15077,229479803.40176627,32782829.057395183,7.0,22.923995516015104
